"Datum" "Close_google" "Close_fb" "Close_apple"
"40" "2016-08-02" 771.070007 123.089996 104.480003
"41" "2016-08-03" 773.179993 122.510002 105.790001
"42" "2016-08-04" 771.609985 124.360001 105.870003
"43" "2016-08-05" 782.219971 125.150002 107.480003
"44" "2016-08-08" 781.76001 125.260002 108.370003
"45" "2016-08-09" 784.26001 125.059998 108.809998
"46" "2016-08-10" 784.679993 124.879997 108
"47" "2016-08-11" 784.849976 124.900002 107.93
"48" "2016-08-12" 783.219971 124.879997 108.18
"49" "2016-08-15" 782.440002 123.900002 109.480003
"50" "2016-08-16" 777.140015 123.300003 109.379997
"51" "2016-08-17" 779.909973 124.370003 109.220001
"52" "2016-08-18" 777.5 123.910004 109.080002
"53" "2016-08-19" 775.419983 123.559998 109.360001
"54" "2016-08-22" 772.150024 124.150002 108.510002
"55" "2016-08-23" 772.080017 124.370003 108.849998
"56" "2016-08-24" 769.640015 123.480003 108.029999
"57" "2016-08-25" 769.409973 123.889999 107.57
"58" "2016-08-26" 769.539978 124.959999 106.940002
"59" "2016-08-29" 772.150024 126.540001 106.82
"60" "2016-08-30" 769.090027 125.839996 106
"61" "2016-08-31" 767.049988 126.120003 106.099998
"62" "2016-09-01" 768.780029 126.169998 106.730003
"63" "2016-09-02" 771.460022 126.510002 107.730003
"64" "2016-09-06" 780.080017 129.729996 107.699997
"65" "2016-09-07" 780.349976 131.050003 108.360001
"66" "2016-09-08" 775.320007 130.270004 105.519997
"67" "2016-09-09" 759.659973 127.099998 103.129997
"68" "2016-09-12" 769.02002 128.690002 105.440002
"69" "2016-09-13" 759.690002 127.209999 107.949997
"70" "2016-09-14" 762.48999 127.769997 111.769997
"71" "2016-09-15" 771.76001 128.350006 115.57
"72" "2016-09-16" 768.880005 129.070007 114.919998
"73" "2016-09-19" 765.700012 128.649994 113.580002
"74" "2016-09-20" 771.409973 128.639999 113.57
"75" "2016-09-21" 776.219971 129.940002 113.550003
"76" "2016-09-22" 787.210022 130.080002 114.620003
"77" "2016-09-23" 786.900024 127.959999 112.709999
"78" "2016-09-26" 774.210022 127.309998 112.879997
"79" "2016-09-27" 783.01001 128.690002 113.089996
"80" "2016-09-28" 781.559998 129.229996 113.949997
"81" "2016-09-29" 775.01001 128.089996 112.18
"82" "2016-09-30" 777.289978 128.270004 113.050003
"83" "2016-10-03" 772.559998 128.770004 112.519997
"84" "2016-10-04" 776.429993 128.190002 113
"85" "2016-10-05" 776.469971 128.470001 113.050003
"86" "2016-10-06" 776.859985 128.740005 113.889999
"87" "2016-10-07" 775.080017 128.990005 114.059998
"88" "2016-10-10" 785.940002 130.240005 116.050003
"89" "2016-10-11" 783.070007 128.880005 116.300003
"90" "2016-10-12" 786.140015 129.050003 117.339996
"91" "2016-10-13" 778.190002 127.82 116.980003
"92" "2016-10-14" 778.530029 127.879997 117.629997
"93" "2016-10-17" 779.960022 127.540001 117.550003
"94" "2016-10-18" 795.26001 128.570007 117.470001
"95" "2016-10-19" 801.5 130.110001 117.120003
"96" "2016-10-20" 796.969971 130 117.059998
"97" "2016-10-21" 799.369995 132.070007 116.599998
"98" "2016-10-24" 813.109985 133.279999 117.650002
"99" "2016-10-25" 807.669983 132.289993 118.25
"100" "2016-10-26" 799.070007 131.039993 115.589996
"101" "2016-10-27" 795.349976 129.690002 114.480003
"102" "2016-10-28" 795.369995 131.289993 113.720001
"103" "2016-10-31" 784.539978 130.990005 113.540001
"104" "2016-11-01" 783.609985 129.5 111.489998
"105" "2016-11-02" 768.700012 127.169998 111.589996
"106" "2016-11-03" 762.130005 120 109.830002
"107" "2016-11-04" 762.02002 120.75 108.839996
"108" "2016-11-07" 782.52002 122.150002 110.410004
"109" "2016-11-08" 790.51001 124.220001 111.059998
"110" "2016-11-09" 785.309998 123.18 110.879997
"111" "2016-11-10" 762.559998 120.800003 107.790001
"112" "2016-11-11" 754.02002 119.019997 108.43
"113" "2016-11-14" 736.080017 115.080002 105.709999
"114" "2016-11-15" 758.48999 117.199997 107.110001
"115" "2016-11-16" 764.47998 116.339996 109.989998
"116" "2016-11-17" 771.22998 117.790001 109.949997
"117" "2016-11-18" 760.539978 117.019997 110.059998
"118" "2016-11-21" 769.200012 121.769997 111.730003
"119" "2016-11-22" 768.27002 121.470001 111.800003
"120" "2016-11-23" 760.98999 120.839996 111.230003
"121" "2016-11-25" 761.679993 120.379997 111.790001
"122" "2016-11-28" 768.23999 120.410004 111.57
"123" "2016-11-29" 770.840027 120.870003 111.459999
"124" "2016-11-30" 758.039978 118.419998 110.519997
"125" "2016-12-01" 747.919983 115.099998 109.489998
"126" "2016-12-02" 750.5 115.400002 109.900002
"127" "2016-12-05" 762.52002 117.43 109.110001
"128" "2016-12-06" 759.109985 117.309998 109.949997
"129" "2016-12-07" 771.190002 117.949997 111.029999
"130" "2016-12-08" 776.419983 118.910004 112.120003
"131" "2016-12-09" 789.289978 119.68 113.949997
"132" "2016-12-12" 789.27002 117.769997 113.300003
"133" "2016-12-13" 796.099976 120.309998 115.190002
"134" "2016-12-14" 797.070007 120.209999 115.190002
"135" "2016-12-15" 797.849976 120.57 115.82
"136" "2016-12-16" 790.799988 119.870003 115.970001
"137" "2016-12-19" 794.200012 119.239998 116.639999
"138" "2016-12-20" 796.419983 119.089996 116.949997
"139" "2016-12-21" 794.559998 119.040001 117.059998
"140" "2016-12-22" 791.26001 117.400002 116.290001
"141" "2016-12-23" 789.909973 117.269997 116.519997
"142" "2016-12-27" 791.549988 118.010002 117.260002
"143" "2016-12-28" 785.049988 116.919998 116.760002
"144" "2016-12-29" 782.789978 116.349998 116.730003
"145" "2016-12-30" 771.820007 115.050003 115.82
"146" "2017-01-03" 786.140015 116.860001 116.150002
"147" "2017-01-04" 786.900024 118.690002 116.019997
"148" "2017-01-05" 794.02002 120.669998 116.610001
"149" "2017-01-06" 806.150024 123.410004 117.910004
"150" "2017-01-09" 806.650024 124.900002 118.989998
"151" "2017-01-10" 804.789978 124.349998 119.110001
"152" "2017-01-11" 807.909973 126.089996 119.75
"153" "2017-01-12" 806.359985 126.620003 119.25
"154" "2017-01-13" 807.880005 128.339996 119.040001
"155" "2017-01-17" 804.609985 127.870003 120
"156" "2017-01-18" 806.070007 127.919998 119.989998
"157" "2017-01-19" 802.174988 127.550003 119.779999
"158" "2017-01-20" 805.02002 127.040001 120
"159" "2017-01-23" 819.309998 128.929993 120.080002
"160" "2017-01-24" 823.869995 129.369995 119.970001
"161" "2017-01-25" 835.669983 131.479996 121.879997
"162" "2017-01-26" 832.150024 132.779999 121.940002
"163" "2017-01-27" 823.309998 132.179993 121.949997
"164" "2017-01-30" 802.320007 130.979996 121.629997
"165" "2017-01-31" 796.789978 130.320007 121.349998
"166" "2017-02-01" 795.695007 133.229996 128.75
"167" "2017-02-02" 798.530029 130.839996 128.529999
"168" "2017-02-03" 801.48999 130.979996 129.080002
"169" "2017-02-06" 801.340027 132.059998 130.289993
"170" "2017-02-07" 806.969971 131.839996 131.529999
"171" "2017-02-08" 808.380005 134.199997 132.039993
"172" "2017-02-09" 809.559998 134.139999 132.419998
"173" "2017-02-10" 813.669983 134.190002 132.119995
"174" "2017-02-13" 819.23999 134.050003 133.289993
"175" "2017-02-14" 820.450012 133.850006 135.020004
"176" "2017-02-15" 818.97998 133.440002 135.509995
"177" "2017-02-16" 824.159973 133.839996 135.350006
"178" "2017-02-17" 828.070007 133.529999 135.720001
"179" "2017-02-21" 831.659973 133.720001 136.699997
"180" "2017-02-22" 830.76001 136.119995 137.110001
"181" "2017-02-23" 831.330017 135.360001 136.529999
"182" "2017-02-24" 828.640015 135.440002 136.660004
"183" "2017-02-27" 829.280029 136.410004 136.929993
"184" "2017-02-28" 823.210022 135.539993 136.990005
"185" "2017-03-01" 835.23999 137.419998 139.789993
"186" "2017-03-02" 830.630005 136.759995 138.960007
"187" "2017-03-03" 829.080017 137.169998 139.779999
"188" "2017-03-06" 827.780029 137.419998 139.339996
"189" "2017-03-07" 831.909973 137.300003 139.520004
"190" "2017-03-08" 835.369995 137.720001 139
"191" "2017-03-09" 838.679993 138.240005 138.679993
"192" "2017-03-10" 843.25 138.789993 139.139999
"193" "2017-03-13" 845.539978 139.600006 139.199997
"194" "2017-03-14" 845.619995 139.320007 138.990005
"195" "2017-03-15" 847.200012 139.720001 140.460007
"196" "2017-03-16" 848.780029 139.990005 140.690002
"197" "2017-03-17" 852.119995 139.839996 139.990005
"198" "2017-03-20" 848.400024 139.940002 141.460007
"199" "2017-03-21" 830.460022 138.509995 139.839996
"200" "2017-03-22" 829.590027 139.589996 141.419998
"201" "2017-03-23" 817.580017 139.529999 140.919998
"202" "2017-03-24" 814.429993 140.339996 140.639999
"203" "2017-03-27" 819.51001 140.320007 140.880005
"204" "2017-03-28" 820.919983 141.759995 143.800003
"205" "2017-03-29" 831.409973 142.649994 144.119995
"206" "2017-03-30" 831.5 142.410004 143.929993
"207" "2017-03-31" 829.559998 142.050003 143.660004
"208" "2017-04-03" 838.549988 142.279999 143.699997
"209" "2017-04-04" 834.570007 141.729996 144.770004
"210" "2017-04-05" 831.409973 141.850006 144.020004
"211" "2017-04-06" 827.880005 141.169998 143.660004
"212" "2017-04-07" 824.669983 140.779999 143.339996
"213" "2017-04-10" 824.72998 141.039993 143.169998
"214" "2017-04-11" 823.349976 139.919998 141.630005
"215" "2017-04-12" 824.320007 139.580002 141.800003
"216" "2017-04-13" 823.559998 139.389999 141.050003
"217" "2017-04-17" 837.169983 141.419998 141.830002
"218" "2017-04-18" 836.820007 140.960007 141.199997
"219" "2017-04-19" 838.210022 142.270004 140.679993
"220" "2017-04-20" 841.650024 143.800003 142.440002
"221" "2017-04-21" 843.190002 143.679993 142.270004
"222" "2017-04-24" 862.76001 145.470001 143.639999
"223" "2017-04-25" 872.299988 146.490005 144.529999
"224" "2017-04-26" 871.72998 146.559998 143.679993
"225" "2017-04-27" 874.25 147.699997 143.789993
"226" "2017-04-28" 905.960022 150.25 143.649994
"227" "2017-05-01" 912.570007 152.460007 146.580002
"228" "2017-05-02" 916.440002 152.779999 147.509995
"229" "2017-05-03" 927.039978 151.800003 147.059998
"230" "2017-05-04" 931.659973 150.850006 146.529999
"231" "2017-05-05" 927.130005 150.240005 148.960007
"232" "2017-05-08" 934.299988 151.059998 153.009995
"233" "2017-05-09" 932.169983 150.479996 153.990005
"234" "2017-05-10" 928.780029 150.289993 153.259995
"235" "2017-05-11" 930.599976 150.039993 153.949997
"236" "2017-05-12" 932.219971 150.330002 156.100006
"237" "2017-05-15" 937.080017 150.190002 155.699997
"238" "2017-05-16" 943 149.779999 155.470001
"239" "2017-05-17" 919.619995 144.850006 150.25
"240" "2017-05-18" 930.23999 147.660004 152.539993
"241" "2017-05-19" 934.01001 148.059998 153.059998
"242" "2017-05-22" 941.859985 148.240005 153.990005
"243" "2017-05-23" 948.820007 148.070007 153.800003
"244" "2017-05-24" 954.960022 150.039993 153.339996
"245" "2017-05-25" 969.539978 151.960007 153.869995
"246" "2017-05-26" 971.469971 152.130005 153.610001
"247" "2017-05-30" 975.880005 152.380005 153.669998
"248" "2017-05-31" 964.859985 151.460007 152.759995
"249" "2017-06-01" 966.950012 151.529999 153.179993
"250" "2017-06-02" 975.599976 153.610001 155.449997
"251" "2017-06-05" 983.679993 153.630005 153.929993
"252" "2017-06-06" 976.570007 152.809998 154.449997
