Date,Open,High,Low,Close,Adj Close,Volume
2017-01-30,120.930000,121.629997,120.660004,121.629997,120.607117,30377500
2017-01-31,121.150002,121.389999,120.620003,121.349998,120.329475,49201000
2017-02-01,127.029999,130.490005,127.010002,128.750000,127.667236,111985000
2017-02-02,127.980003,129.389999,127.779999,128.529999,127.449089,33710400
2017-02-03,128.309998,129.190002,128.160004,129.080002,127.994469,24507300
2017-02-06,129.130005,130.500000,128.899994,130.289993,129.194290,26845900
2017-02-07,130.539993,132.089996,130.449997,131.529999,130.423859,38183800
2017-02-08,131.350006,132.220001,131.220001,132.039993,130.929581,23004100
2017-02-09,131.649994,132.449997,131.119995,132.419998,131.875671,28349900
2017-02-10,132.460007,132.940002,132.050003,132.119995,131.576904,20065500
2017-02-13,133.080002,133.820007,132.750000,133.289993,132.742081,23035400
2017-02-14,133.470001,135.089996,133.250000,135.020004,134.464981,33226200
2017-02-15,135.520004,136.270004,134.619995,135.509995,134.952957,35623100
2017-02-16,135.669998,135.899994,134.839996,135.350006,134.793625,22584600
2017-02-17,135.100006,135.830002,135.100006,135.720001,135.162109,22198200
2017-02-21,136.229996,136.750000,135.979996,136.699997,136.138077,24507200
2017-02-22,136.429993,137.119995,136.110001,137.110001,136.546387,20836900
2017-02-23,137.380005,137.479996,136.300003,136.529999,135.968781,20788200
2017-02-24,135.910004,136.660004,135.279999,136.660004,136.098251,21776600
2017-02-27,137.139999,137.440002,136.279999,136.929993,136.367126,20257400
2017-02-28,137.080002,137.440002,136.699997,136.990005,136.426895,23482900
2017-03-01,137.889999,140.149994,137.600006,139.789993,139.215363,36414600
2017-03-02,140.000000,140.279999,138.759995,138.960007,138.388794,26211000
2017-03-03,138.779999,139.830002,138.589996,139.779999,139.205414,21108100
2017-03-06,139.369995,139.770004,138.600006,139.339996,138.767227,21750000
2017-03-07,139.059998,139.979996,138.789993,139.520004,138.946487,17446300
2017-03-08,138.949997,139.800003,138.820007,139.000000,138.428619,18707200
2017-03-09,138.740005,138.789993,137.050003,138.679993,138.109924,22155900
2017-03-10,139.250000,139.360001,138.639999,139.139999,138.568039,19612800
2017-03-13,138.850006,139.429993,138.820007,139.199997,138.627792,17421700
2017-03-14,139.300003,139.649994,138.839996,138.990005,138.418671,15309100
2017-03-15,139.410004,140.750000,139.029999,140.460007,139.882629,25691800
2017-03-16,140.720001,141.020004,140.259995,140.690002,140.111679,19232000
2017-03-17,141.000000,141.000000,139.889999,139.990005,139.414551,43885000
2017-03-20,140.399994,141.500000,140.229996,141.460007,140.878510,21542000
2017-03-21,142.110001,142.800003,139.729996,139.839996,139.265167,39529900
2017-03-22,139.850006,141.600006,139.759995,141.419998,140.838669,25860200
2017-03-23,141.259995,141.580002,140.610001,140.919998,140.340729,20346300
2017-03-24,141.500000,141.740005,140.350006,140.639999,140.061874,22395600
2017-03-27,139.389999,141.220001,138.619995,140.880005,140.300903,23575100
2017-03-28,140.910004,144.039993,140.619995,143.800003,143.208893,33374800
2017-03-29,143.679993,144.490005,143.190002,144.119995,143.527573,29190000
2017-03-30,144.190002,144.500000,143.500000,143.929993,143.338348,21207300
2017-03-31,143.720001,144.270004,143.009995,143.660004,143.069473,19661700
2017-04-03,143.710007,144.119995,143.050003,143.699997,143.109299,19985700
2017-04-04,143.250000,144.889999,143.169998,144.770004,144.174911,19891400
2017-04-05,144.220001,145.460007,143.809998,144.020004,143.427994,27717900
2017-04-06,144.289993,144.520004,143.449997,143.660004,143.069473,21149000
2017-04-07,143.729996,144.179993,143.270004,143.339996,142.750778,16672200
2017-04-10,143.600006,143.880005,142.899994,143.169998,142.581482,18933400
2017-04-11,142.940002,143.350006,140.059998,141.630005,141.047821,30379400
2017-04-12,141.600006,142.149994,141.009995,141.800003,141.217117,20350000
2017-04-13,141.910004,142.380005,141.050003,141.050003,140.470200,17822900
2017-04-17,141.479996,141.880005,140.869995,141.830002,141.246994,16582100
2017-04-18,141.410004,142.039993,141.110001,141.199997,140.619568,14697500
2017-04-19,141.880005,142.000000,140.449997,140.679993,140.101715,17328400
2017-04-20,141.220001,142.919998,141.160004,142.440002,141.854477,23319600
2017-04-21,142.440002,142.679993,141.850006,142.270004,141.685181,17320900
2017-04-24,143.500000,143.949997,143.179993,143.639999,143.049545,17134300
2017-04-25,143.910004,144.899994,143.869995,144.529999,143.935883,18871500
2017-04-26,144.470001,144.600006,143.380005,143.679993,143.089371,20041200
2017-04-27,143.919998,144.160004,143.309998,143.789993,143.198929,14246300
2017-04-28,144.089996,144.300003,143.270004,143.649994,143.059494,20860400
2017-05-01,145.100006,147.199997,144.960007,146.580002,145.977463,33602900
2017-05-02,147.539993,148.089996,146.839996,147.509995,146.903641,45352200
2017-05-03,145.589996,147.490005,144.270004,147.059998,146.455490,45697000
2017-05-04,146.520004,147.139999,145.809998,146.529999,145.927673,23371900
2017-05-05,146.759995,148.979996,146.759995,148.960007,148.347687,27327700
2017-05-08,149.029999,153.699997,149.029999,153.009995,152.381027,48752400
2017-05-09,153.869995,154.880005,153.449997,153.990005,153.357010,39130400
2017-05-10,153.630005,153.940002,152.110001,153.259995,152.630005,25805700
2017-05-11,152.449997,154.070007,152.309998,153.949997,153.949997,27255100
2017-05-12,154.699997,156.419998,154.669998,156.100006,156.100006,32527000
2017-05-15,156.009995,156.649994,155.050003,155.699997,155.699997,26009700
2017-05-16,155.940002,156.059998,154.720001,155.470001,155.470001,20048500
2017-05-17,153.600006,154.570007,149.710007,150.250000,150.250000,50767700
2017-05-18,151.270004,153.339996,151.130005,152.539993,152.539993,33568200
2017-05-19,153.380005,153.979996,152.630005,153.059998,153.059998,26960800
2017-05-22,154.000000,154.580002,152.910004,153.990005,153.990005,22966400
2017-05-23,154.899994,154.899994,153.309998,153.800003,153.800003,19918900
2017-05-24,153.839996,154.169998,152.669998,153.339996,153.339996,19178000
2017-05-25,153.729996,154.350006,153.029999,153.869995,153.869995,19235600
2017-05-26,154.000000,154.240005,153.309998,153.610001,153.610001,21927600
2017-05-30,153.419998,154.429993,153.330002,153.669998,153.669998,20126900
2017-05-31,153.970001,154.169998,152.380005,152.759995,152.759995,24451200
2017-06-01,153.169998,153.330002,152.220001,153.179993,153.179993,16404100
2017-06-02,153.580002,155.449997,152.889999,155.449997,155.449997,27770700
2017-06-05,154.339996,154.449997,153.460007,153.929993,153.929993,25331700
2017-06-06,153.899994,155.809998,153.779999,154.449997,154.449997,26624900
2017-06-07,155.020004,155.979996,154.479996,155.369995,155.369995,21069600
2017-06-08,155.250000,155.539993,154.399994,154.990005,154.990005,21112300
2017-06-09,155.190002,155.190002,146.020004,148.979996,148.979996,64882700
2017-06-12,145.740005,146.089996,142.509995,145.419998,145.419998,72307300
2017-06-13,147.160004,147.449997,145.149994,146.589996,146.589996,34165400
2017-06-14,147.500000,147.500000,143.839996,145.160004,145.160004,31531200
2017-06-15,143.320007,144.479996,142.210007,144.289993,144.289993,32165400
2017-06-16,143.779999,144.500000,142.199997,142.270004,142.270004,50361100
2017-06-19,143.660004,146.740005,143.660004,146.339996,146.339996,32541400
2017-06-20,146.869995,146.869995,144.940002,145.009995,145.009995,24900100
2017-06-21,145.520004,146.070007,144.610001,145.869995,145.869995,21265800
2017-06-22,145.770004,146.699997,145.119995,145.630005,145.630005,19106300
2017-06-23,145.130005,147.160004,145.110001,146.279999,146.279999,35439400
2017-06-26,147.169998,148.279999,145.380005,145.820007,145.820007,25692400
2017-06-27,145.009995,146.160004,143.619995,143.729996,143.729996,24761900
2017-06-28,144.490005,146.110001,143.160004,145.830002,145.830002,22082400
2017-06-29,144.710007,145.130005,142.279999,143.679993,143.679993,31293800
2017-06-30,144.449997,144.960007,143.779999,144.020004,144.020004,23024107
